"","id","respdate","endtime","qA1","qA2","qA3a","qA3b","qA4","qA5","qA6","qA7","qA8","nq15","q66","q67_1","q67_2","q67_3","q67_4","q67_5","q67_6","q67_7","q67_8","q68","q69_1","q69_2","q69_3","q69_4","q69_5","q69_6","q69_7","q69_8","q70","q71_1","q71_2","q71_3","q71_4","q71_5","q71_6","q71_7","q71_8","q72","q73_1","q73_2","q73_3","q73_4","q73_5","q73_6","q73_7","q73_8","q74","q81_1","q81_2","q81_3","q81_4","q81_5","q81_6","q81_7","q81_8","q82","q84a_1","q84a_2","q84a_3","q84a_4","q84a_5","q84a_6","q84a_7","q84a_8","q84b","q75_1","q75_2","q75_3","q75_4","q75_5","q75_6","q75_7","q75_8","q76","q77_1","q77_2","q77_3","q77_4","q77_5","q77_6","q77_7","q77_8","q78","q83_1","q83_2","q83_3","q83_4","q83_5","q83_6","q83_7","q83_8","q84","q85","q86_1","q86_2","q86_3","q86_5","q86_6","q86_7","q86_8","q86_9","q86_10","q86_11","q87","q88","q89","q90","q91","q92","q92a","q92b","q92c","q92d","Impprobgb","qB1","qB2","qB3","qB4","qB5","qB6","qB7","qB8","qB9","qB10","qB11","qB12","qB13","qB14","qB15","qB16","qB17","qC1","qC2","qC3","qC4","qC5","qC6","qC7","qC8","qC9","qC10","qC11","qC12","qC13","qC14","qC15","qC16","qC17","qC18","qD1","qD2","qD3","qD4","qD5","qD6","qD7","qD8","qD8a","qD8b","qD8c","qD8d","qD9","qD9a","qD9b","qD9c","qD9d","qD10","qD11","qD12","qD13","qD14","profile_bpcage","profile_gender","profile_socialgrade_old","profile_newspaper_readership","W8","W8vote","filter_$"
"573",573,2010-05-07,2010-05-07 17:15:26,2,1,3,"__NA__",4,1,"__NA__",NA,"__NA__",3,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,2,2,2,2,1,2,2,"snp",4,3,1,NA,NA,NA,NA,NA,2,"Deficit","debt",5,"__NA__","dk",12,"__NA__",6,5,6,5,6,5,6,5,5,6,6,3,3,11,3,1,1,11,12,12,12,12,12,12,12,12,12,12,12,9,"i dont live in wales",3,"__NA__",6,5,5,1,5,5,5,5,1,5,5,5,5,6,6,6,6,4,3,2,2,16,1.11706055717462,1.0588708435992,0
"574",574,2010-05-07,2010-05-07 17:16:02,1,1,8,"__NA__",3,5,"If the BNP gained enough votes perhaps then the major party's would start taking action for the real needs of this country.",NA,"__NA__",9,2,1,1,1,1,2,2,1,2,"__NA__",2,1,1,2,2,2,2,2,"__NA__",2,2,1,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,2,2,2,2,2,2,2,"__NA__",4,4,4,NA,NA,NA,NA,NA,NA,"Other","Distribution of wealth",12,"__NA__","Needing to remain part of the UK",12,"__NA__",4,3,5,3,5,3,4,3,4,5,5,4,5,5,3,6,6,3,3,5,4,5,6,4,6,1,6,4,7,8,"__NA__",6,"__NA__",2,1,2,1,2,3,3,2,1,4,4,4,4,5,5,5,3,2,2,1,2,16,0.662970545237603,1.12616564531123,0
"575",575,2010-05-07,2010-05-07 17:17:16,1,1,3,"__NA__",4,5,"Usually vote Labour, but couldn't vote for a Gordon Brown led party.",NA,"__NA__",3,2,1,1,1,1,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,2,2,2,2,2,2,2,2,2,"__NA__",3,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","Economy",11,"Unity government of Lab/Lib/Con","Economy",12,"__NA__",2,2,1,2,3,3,3,5,2,2,2,9,1,8,6,3,2,9,12,12,1,12,10,1,6,10,3,1,1,1,"__NA__",4,"__NA__",4,1,1,1,1,1,2,2,1,3,2,3,1,2,2,3,3,1,1,1,1,16,0.535632290732144,0.634494053836345,0
"576",576,2010-05-07,2010-05-07 17:18:32,1,1,2,"__NA__",1,2,"__NA__",NA,"__NA__",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","The economy",4,"__NA__","none",4,"__NA__",6,3,6,3,4,3,3,3,4,4,3,3,8,6,4,3,8,7,12,3,12,12,2,11,5,2,2,4,3,2,"__NA__",3,"__NA__",3,2,2,1,1,2,2,2,1,3,2,3,3,4,3,3,3,2,2,1,2,15,4.30386248002635,4.61170168543757,0
"577",577,2010-05-07,2010-05-07 17:18:46,4,1,3,"__NA__",5,1,"__NA__",NA,"__NA__",11,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Immigration / Asyl","Immigration",10,"__NA__","Immigration",10,"__NA__",3,5,3,5,5,3,4,5,4,4,6,1,4,7,4,1,4,5,4,3,3,12,1,1,11,1,11,3,6,3,"__NA__",6,"__NA__",2,1,2,1,2,2,2,2,1,3,3,3,3,4,5,5,3,2,3,2,2,16,1.11706055717462,1.0588708435992,0
"578",578,2010-05-07,2010-05-07 17:19:32,1,1,1,"__NA__",2,1,"__NA__",NA,"__NA__",10,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,2,2,2,2,2,2,2,"__NA__",2,3,4,NA,NA,NA,NA,NA,NA,"Deficit","national debt",3,"__NA__","unemployment",12,"__NA__",1,3,3,2,2,2,4,4,2,2,2,8,6,4,3,7,5,4,6,6,5,6,11,6,4,4,4,1,1,1,"__NA__",1,"__NA__",4,1,3,1,1,1,1,2,1,2,2,3,2,2,2,2,3,1,2,1,2,2,0.452878768497475,0.399555860073534,0
"579",579,2010-05-07,2010-05-07 17:19:43,2,1,1,"__NA__",4,1,"__NA__",NA,"__NA__",9,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,2,2,2,2,2,2,2,2,"__NA__",3,3,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","Recession",12,"__NA__","unemployment",7,"__NA__",5,5,5,5,5,5,5,5,4,3,4,5,1,3,6,4,1,5,6,6,6,6,11,1,2,6,6,6,3,1,"__NA__",1,"__NA__",6,5,5,1,5,5,5,5,1,5,5,5,5,3,3,3,5,4,2,2,1,3,1.19309827927322,1.08325719774997,0
"580",580,2010-05-07,2010-05-07 17:20:36,1,1,1,"__NA__",1,4,"__NA__",3,"__NA__",3,2,1,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,1,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,2,2,2,2,2,2,2,"__NA__",2,4,2,NA,NA,NA,NA,NA,NA,"Immigration / Asyl","emigration",3,"__NA__","employment",3,"__NA__",1,3,6,2,3,3,2,2,2,2,3,8,3,8,5,8,3,8,7,12,12,7,10,1,8,4,4,1,1,1,"__NA__",3,"__NA__",3,3,3,1,1,3,1,2,1,3,2,3,2,2,2,2,4,2,3,1,1,3,1.22635215240106,0.89390417148054,1
"581",581,2010-05-07,2010-05-07 17:21:08,2,1,2,"__NA__",4,4,"__NA__",5,"__NA__",3,2,1,1,2,1,2,1,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,3,NA,NA,NA,NA,"Immigration / Asyl","Immigration",2,"__NA__","Redundancies",2,"__NA__",4,4,4,4,4,3,3,3,5,5,3,10,6,6,7,10,8,8,7,6,12,12,2,9,8,8,1,1,1,3,"__NA__",4,"__NA__",1,2,3,1,1,1,1,2,1,4,3,4,3,3,5,3,2,2,2,1,1,2,0.559425564318301,0.486616462291615,1
"582",582,2010-05-07,2010-05-07 17:23:18,1,1,3,"__NA__",4,4,"__NA__",1,"__NA__",1,2,1,1,1,1,1,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",1,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,2,2,2,2,2,2,2,1,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deficit","Deficit",3,"__NA__","Inadequate funding from central govt",7,"__NA__",2,2,2,2,3,3,2,3,2,2,2,9,2,8,8,7,1,7,5,6,4,8,9,1,9,8,7,1,1,1,"__NA__",4,"__NA__",4,2,1,1,1,1,1,2,1,3,2,3,2,1,1,1,4,1,3,1,1,8,0.0747306606997161,0.148697201858665,1
"583",583,2010-05-07,2010-05-07 17:23:35,1,1,2,"__NA__",1,1,"__NA__",NA,"__NA__",2,2,1,1,1,1,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,2,2,2,2,2,2,2,"__NA__",5,2,2,NA,NA,NA,NA,NA,NA,"Economy (General)","the economy",4,"__NA__","the economy",4,"__NA__",4,3,3,2,4,1,5,1,5,3,3,1,8,6,6,1,8,6,6,12,12,12,5,9,6,1,6,3,1,2,"__NA__",3,"__NA__",1,2,3,1,1,1,1,2,1,3,3,3,3,3,3,5,3,2,3,1,1,5,0.915351833260342,0.993331787333043,0
"584",584,2010-05-07,2010-05-07 17:23:45,1,1,3,"__NA__",1,1,"__NA__",NA,"__NA__",3,2,1,1,1,1,2,1,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,1,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,2,2,2,2,2,2,"__NA__",3,5,1,NA,4,NA,NA,NA,NA,"Political System","Unfair electorial system",5,"__NA__","Lack of industry",5,"__NA__",1,2,2,2,5,1,3,3,3,2,3,6,1,11,6,6,1,11,6,9,1,11,2,1,11,2,2,1,1,3,"__NA__",3,"__NA__",4,1,1,1,1,1,1,2,1,4,1,3,1,1,1,2,3,1,3,1,1,16,0.51529256434838,0.484292744416856,0
"585",585,2010-05-07,2010-05-07 17:23:48,1,1,2,"__NA__",1,1,"__NA__",NA,"__NA__",2,2,2,2,1,1,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,1,2,2,2,2,2,2,2,2,"__NA__",NA,2,NA,NA,NA,NA,NA,NA,NA,"Deficit","Debt Crisis",4,"__NA__","Labour domination",4,"__NA__",4,2,3,2,4,3,3,3,5,5,5,1,11,5,1,1,11,6,3,4,7,3,1,11,4,1,1,7,1,2,"__NA__",2,"__NA__",1,4,2,1,2,2,2,2,1,2,3,3,3,5,5,4,4,2,3,1,1,10,0.342162242614249,0.38488417982852,0
"586",586,2010-05-07,2010-05-07 17:24:20,2,1,1,"__NA__",5,6,"__NA__",NA,"__NA__",1,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,2,2,2,2,2,2,2,1,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don't know","none",12,"__NA__","none",12,"__NA__",5,3,3,3,4,3,5,2,6,3,3,8,4,3,6,9,1,3,6,7,4,4,12,12,12,8,12,12,12,1,"__NA__",4,"__NA__",5,1,1,1,1,3,1,2,1,3,2,3,2,2,2,2,1,1,3,2,2,5,1.5006658154203,1.13284181869583,0
"587",587,2010-05-07,2010-05-07 17:24:31,2,1,4,"__NA__",1,1,"__NA__",NA,"__NA__",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",4,"__NA__","economy",7,"__NA__",2,2,6,5,4,1,4,1,4,3,2,3,6,4,9,2,6,4,8,8,1,12,1,5,1,10,1,7,4,4,"__NA__",7,"__NA__",4,4,1,1,1,1,1,2,1,4,2,4,2,1,2,3,3,1,2,1,2,2,0.573780222782717,0.571618376280243,0
"588",588,2010-05-07,2010-05-07 17:25:15,2,1,1,"__NA__",4,1,"__NA__",NA,"__NA__",11,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,1,NA,NA,NA,NA,"Don't know","Don't Know",3,"__NA__","don't know",12,"__NA__",2,3,6,5,2,3,6,5,2,2,2,10,1,8,10,11,1,8,7,7,12,9,11,1,6,8,6,6,4,4,"__NA__",1,"__NA__",4,1,1,1,1,1,1,2,1,3,1,3,1,1,1,6,2,1,2,2,1,16,0.99873871073925,0.500812598340801,0
"589",589,2010-05-07,2010-05-07 17:26:28,2,1,2,"__NA__",4,3,"__NA__",7,"__NA__",9,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",4,"__NA__","none",1,"__NA__",3,3,3,3,3,1,3,1,4,3,6,2,7,3,1,4,6,4,12,12,12,12,1,11,4,1,1,11,7,7,"__NA__",2,"__NA__",1,4,2,1,2,2,2,2,1,2,2,2,2,4,4,4,5,2,2,1,2,2,0.75870419016094,0.766015562495121,0
"590",590,2010-05-07,2010-05-07 17:27:05,2,1,3,"__NA__",4,5,"Decided I couldn't vote Labour (although I always had) Lib Debs seemed next best thing.",NA,"__NA__",11,2,1,1,1,1,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","lack of respect",12,"__NA__","lack of respect.",12,"__NA__",6,5,3,2,3,5,6,5,4,6,6,6,1,6,12,6,2,7,12,12,12,12,8,1,11,6,6,2,1,3,"__NA__",3,"__NA__",3,5,5,1,5,5,5,5,1,5,5,5,5,6,6,6,6,4,2,2,1,16,0.297185741609934,0.586879016728098,0
"591",591,2010-05-07,2010-05-07 17:28:23,1,1,4,"__NA__",3,1,"__NA__",NA,"__NA__",5,2,2,2,2,1,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,2,2,2,2,2,2,"__NA__",2,5,4,NA,3,NA,NA,NA,NA,"Economy (General)","economy",3,"__NA__","funding",7,"__NA__",2,2,2,2,2,2,1,2,2,2,2,8,2,4,9,9,3,6,6,8,12,4,7,3,4,9,7,1,1,4,"__NA__",1,"__NA__",4,2,1,1,1,1,1,2,1,3,1,3,1,2,2,4,3,1,3,2,1,8,0.214681967902355,0.252140359924602,0
"592",592,2010-05-07,2010-05-07 17:28:42,1,1,1,"__NA__",4,1,"__NA__",NA,"__NA__",10,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","Economy",3,"__NA__","Dont Know",3,"__NA__",2,3,3,3,2,3,2,3,2,2,2,9,2,6,6,7,1,7,5,5,4,6,7,2,6,4,4,3,1,1,"__NA__",1,"__NA__",3,5,5,1,2,2,2,2,1,2,2,2,2,3,3,3,2,2,1,2,2,2,0.388533494812965,0.396991466935873,0
"593",593,2010-05-07,2010-05-07 17:29:10,3,2,NA,"__NA__",5,NA,"__NA__",NA,"__NA__",11,2,1,1,1,1,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","RECESSION",12,"__NA__","RECESSION",12,"__NA__",4,5,6,5,3,5,4,5,3,1,2,8,3,11,4,3,1,11,4,12,12,12,9,1,11,6,8,3,1,1,"__NA__",1,"__NA__",4,2,2,1,3,1,3,4,1,4,2,4,3,2,2,3,5,1,2,1,2,2,0.902233496693395,0.61345379070491,NA
"594",594,2010-05-07,2010-05-07 17:30:35,1,1,2,"__NA__",3,1,"__NA__",NA,"__NA__",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Immigration / Asyl","The amount of immigration into the country",4,"__NA__","Economy",4,"__NA__",3,3,6,5,6,5,5,1,5,5,3,1,7,6,7,1,6,5,6,4,4,5,1,11,5,8,1,10,1,2,"__NA__",7,"__NA__",3,2,1,1,1,1,2,2,1,4,4,4,4,2,3,3,1,2,2,1,2,10,0.762526926974022,0.793780544295989,0
"595",595,2010-05-07,2010-05-07 17:31:34,1,1,3,"__NA__",4,1,"__NA__",NA,"__NA__",3,2,1,1,1,1,2,1,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,1,2,2,2,2,2,2,2,2,"__NA__",NA,2,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",5,"__NA__","dont know",12,"__NA__",3,2,4,1,4,3,4,3,4,4,4,5,6,9,5,3,6,11,5,6,4,9,6,4,8,4,1,3,1,3,"__NA__",3,"__NA__",3,2,1,1,2,1,1,2,1,4,2,3,2,4,2,4,3,2,2,2,2,3,1.14068552162258,1.9982771205381,0
"596",596,2010-05-07,2010-05-07 17:32:00,1,1,3,"__NA__",1,1,"__NA__",NA,"__NA__",2,2,1,1,1,2,2,2,2,1,"Welsh Christian party",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",1,1,1,1,1,2,2,2,1,2,2,"Welsh Christian party",3,3,2,NA,2,NA,NA,NA,4,"Other","Social breakdown",5,"__NA__","Lack of manufacturing jobs",7,"__NA__",3,5,6,5,4,1,4,5,5,4,2,3,6,8,6,2,7,9,7,12,12,12,4,6,10,3,8,3,1,6,"__NA__",3,"__NA__",3,2,3,1,5,5,5,5,1,5,5,5,5,6,3,4,5,2,2,1,1,3,1.69457837581367,1.37241006521177,0
